iter	Passed	Remaining
250	645	1925
251	645	1916
252	646	1908
253	647	1901
254	647	1892
255	648	1885
256	649	1877
257	649	1868
258	650	1860
259	651	1852
260	651	1845
261	652	1838
262	653	1830
263	653	1822
264	654	1815
265	655	1809
266	657	1803
267	658	1797
268	658	1790
269	659	1782
270	660	1775
271	660	1768
272	661	1761
273	661	1753
274	662	1746
275	662	1739
276	663	1732
277	664	1725
278	664	1718
279	665	1710
280	665	1703
281	666	1697
282	667	1690
283	667	1683
284	668	1676
285	668	1670
286	669	1663
287	671	1659
288	672	1653
289	673	1648
290	674	1642
291	675	1636
292	676	1631
293	676	1624
294	677	1618
295	677	1612
296	678	1605
297	679	1599
298	679	1594
299	680	1588
300	681	1582
301	682	1576
302	682	1571
303	683	1565
304	684	1559
305	685	1554
306	687	1551
307	687	1545
308	688	1539
309	689	1534
310	689	1528
311	690	1522
312	691	1516
313	691	1511
314	692	1505
315	692	1499
316	693	1493
317	693	1487
318	694	1482
319	694	1476
320	695	1470
321	695	1464
322	696	1459
323	696	1453
324	697	1448
325	697	1442
326	698	1437
327	698	1431
328	699	1426
329	702	1425
330	703	1421
331	704	1416
332	705	1412
333	705	1407
334	706	1402
335	707	1398
336	708	1393
337	708	1388
338	709	1382
339	710	1378
340	710	1373
341	711	1369
342	712	1364
343	712	1359
344	713	1354
345	714	1350
346	715	1346
347	717	1344
348	718	1340
349	719	1336
350	720	1331
351	720	1326
352	721	1322
353	721	1317
354	722	1312
355	723	1308
356	723	1303
357	724	1298
358	724	1294
359	725	1289
360	726	1285
361	726	1280
362	727	1276
363	728	1272
364	728	1268
365	729	1263
366	731	1261
367	732	1257
368	732	1252
369	733	1248
370	733	1243
371	734	1239
372	735	1235
373	736	1231
374	736	1227
375	737	1223
376	738	1220
377	739	1216
378	739	1212
379	740	1208
380	741	1204
381	742	1200
382	742	1196
383	743	1192
384	745	1190
385	746	1187
386	747	1184
387	748	1180
388	749	1177
389	749	1172
390	751	1170
391	751	1166
392	752	1162
393	752	1158
394	753	1154
395	754	1150
396	755	1147
397	756	1143
398	756	1139
399	757	1135
400	757	1132
401	758	1128
402	759	1124
403	761	1123
404	762	1119
405	762	1116
406	763	1112
407	764	1109
408	765	1105
409	765	1101
410	766	1098
411	767	1095
412	767	1091
413	768	1088
414	769	1084
415	770	1081
416	770	1077
417	771	1074
418	772	1070
419	773	1067
420	773	1064
421	775	1061
422	776	1059
423	777	1056
424	778	1053
425	779	1050
426	780	1047
427	781	1044
428	782	1041
429	783	1038
430	783	1034
431	784	1031
432	785	1028
433	785	1024
434	786	1021
435	786	1018
436	787	1014
437	788	1011
438	790	1009
439	791	1007
440	792	1004
441	793	1001
442	793	998
443	794	994
444	795	991
445	796	989
446	797	987
447	798	983
448	799	980
449	799	977
450	800	974
451	801	971
452	802	968
453	802	965
454	804	963
455	805	961
456	806	958
457	807	956
458	808	953
459	809	950
460	810	948
461	811	945
462	812	942
463	813	939
464	813	936
465	814	933
466	814	930
467	815	927
468	816	924
469	817	921
470	817	918
471	818	916
472	820	914
473	821	911
474	821	908
475	822	905
476	823	902
477	823	899
478	824	896
479	825	893
480	825	890
481	826	887
482	826	884
483	827	882
484	828	879
485	828	876
486	829	873
487	829	870
488	830	867
489	830	864
490	831	861
491	832	859
492	832	856
493	833	853
494	834	851
495	835	849
496	836	846
497	837	844
498	838	841
499	839	839
500	839	836
501	840	833
502	841	831
503	842	829
504	843	826
505	844	824
506	844	821
507	845	818
508	845	816
509	846	813
510	847	810
511	848	808
512	850	807
513	851	804
514	852	802
515	853	800
516	854	797
517	855	795
518	855	793
519	856	790
520	857	788
521	858	785
522	858	783
523	859	780
524	860	778
525	860	775
526	861	773
527	862	770
528	863	768
529	864	766
530	866	764
531	867	762
532	867	760
533	868	757
534	869	755
535	870	753
536	871	751
537	872	748
538	872	746
539	873	743
540	873	741
541	874	739
542	875	736
543	876	734
544	876	731
545	877	729
546	879	728
547	880	726
548	881	724
549	883	722
550	883	720
551	884	718
552	885	715
553	886	713
554	887	711
555	888	709
556	889	707
557	889	704
558	890	702
559	891	700
560	891	697
561	892	695
562	893	693
563	894	691
564	895	689
565	896	687
566	897	685
567	898	683
568	899	681
569	900	678
570	900	676
571	901	674
572	902	672
573	903	670
574	903	667
575	904	665
576	904	663
577	905	661
578	906	659
579	907	656
580	909	655
581	909	653
582	911	651
583	911	649
584	912	647
585	913	645
586	914	643
587	915	641
588	916	639
589	917	637
590	918	635
591	919	633
592	919	631
593	920	629
594	921	627
595	922	625
596	923	623
597	924	621
598	925	619
599	926	617
600	927	615
601	928	613
602	975	642
603	978	641
604	980	639
605	982	638
606	983	636
607	989	637
608	989	635
609	991	633
610	992	632
611	994	630
612	995	628
613	996	626
614	997	624
615	998	622
616	999	620
617	1000	618
618	1000	616
619	1002	614
620	1004	612
621	1005	611
622	1006	608
623	1007	606
624	1008	605
625	1010	603
626	1011	601
627	1012	599
628	1013	597
629	1014	596
630	1015	594
631	1016	591
632	1017	590
633	1018	587
634	1019	585
635	1020	583
636	1020	581
637	1021	579
638	1022	577
639	1023	575
640	1024	573
641	1025	572
642	1027	570
643	1027	568
644	1028	566
645	1029	564
646	1030	562
647	1030	559
648	1031	557
649	1032	555
650	1033	553
651	1033	551
652	1034	549
653	1035	547
654	1036	545
655	1037	543
656	1038	542
657	1040	540
658	1040	538
659	1041	536
660	1042	534
661	1043	532
662	1044	530
663	1045	528
664	1046	527
665	1046	524
666	1047	522
667	1048	520
668	1048	518
669	1049	516
670	1050	515
671	1051	513
672	1051	511
673	1053	509
674	1054	507
675	1055	505
676	1056	504
677	1057	502
678	1058	500
679	1058	498
680	1059	496
681	1060	494
682	1061	492
683	1061	490
684	1062	488
685	1063	486
686	1064	484
687	1065	482
688	1065	480
689	1066	479
690	1067	477
691	1068	475
692	1069	473
693	1070	472
694	1072	470
695	1073	468
696	1073	466
697	1074	465
698	1075	463
699	1076	461
700	1077	459
701	1078	457
702	1079	455
703	1079	454
704	1080	452
705	1081	450
706	1082	448
707	1083	447
708	1085	445
709	1086	443
710	1086	441
711	1087	439
712	1088	438
713	1089	436
714	1090	434
715	1091	432
716	1092	431
717	1092	429
718	1093	427
719	1094	425
720	1094	423
721	1095	421
722	1096	420
723	1097	418
724	1098	416
725	1100	415
726	1101	413
727	1101	411
728	1102	409
729	1103	408
730	1104	406
731	1105	404
732	1106	402
733	1107	401
734	1107	399
735	1108	397
736	1109	395
737	1110	394
738	1110	392
739	1111	390
740	1113	389
741	1114	387
742	1115	385
743	1117	384
744	1118	382
745	1119	381
746	1119	379
747	1121	377
748	1122	376
749	1123	374
750	1124	372
751	1125	371
752	1126	369
753	1128	368
754	1129	366
755	1130	364
756	1131	363
757	1131	361
758	1132	359
759	1133	358
760	1134	356
761	1135	354
762	1136	352
763	1137	351
764	1137	349
765	1138	347
766	1139	346
767	1140	344
768	1142	343
769	1143	341
770	1144	340
771	1145	338
772	1146	336
773	1147	335
774	1148	333
775	1149	331
776	1150	330
777	1151	328
778	1151	326
779	1152	325
780	1153	323
781	1154	321
782	1154	320
783	1156	318
784	1169	320
785	1170	318
786	1170	316
787	1172	315
788	1173	313
789	1174	312
790	1175	310
791	1176	308
792	1177	307
793	1177	305
794	1178	303
795	1179	302
796	1180	300
797	1181	299
798	1181	297
799	1182	295
800	1183	294
801	1184	292
802	1185	290
803	1185	289
804	1187	287
805	1188	286
806	1189	284
807	1190	282
808	1191	281
809	1192	279
810	1192	277
811	1193	276
812	1194	274
813	1194	272
814	1195	271
815	1196	269
816	1196	268
817	1198	266
818	1198	264
819	1199	263
820	1200	261
821	1200	260
822	1201	258
823	1202	256
824	1203	255
825	1204	253
826	1205	252
827	1206	250
828	1207	249
829	1207	247
830	1208	245
831	1209	244
832	1209	242
833	1210	240
834	1211	239
835	1212	237
836	1212	236
837	1213	234
838	1214	233
839	1215	231
840	1215	229
841	1216	228
842	1217	226
843	1218	225
844	1219	223
845	1221	222
846	1221	220
847	1222	219
848	1222	217
849	1223	215
850	1224	214
851	1225	212
852	1226	211
853	1227	209
854	1228	208
855	1228	206
856	1229	205
857	1230	203
858	1231	202
859	1232	200
860	1233	199
861	1234	197
862	1235	196
863	1235	194
864	1236	192
865	1237	191
866	1237	189
867	1238	188
868	1239	186
869	1239	185
870	1240	183
871	1241	182
872	1242	180
873	1242	179
874	1243	177
875	1243	176
876	1244	174
877	1244	172
878	1245	171
879	1245	169
880	1246	168
881	1247	166
882	1249	165
883	1250	164
884	1250	162
885	1251	161
886	1252	159
887	1252	158
888	1253	156
889	1254	155
890	1255	153
891	1255	152
892	1256	150
893	1257	149
894	1257	147
895	1258	146
896	1258	144
897	1259	143
898	1260	141
899	1260	140
900	1261	138
901	1262	137
902	1263	135
903	1264	134
904	1265	132
905	1266	131
906	1266	129
907	1267	128
908	1268	127
909	1269	125
910	1270	124
911	1271	122
912	1272	121
913	1272	119
914	1273	118
915	1274	116
916	1274	115
917	1275	113
918	1275	112
919	1276	111
920	1277	109
921	1278	108
922	1279	106
923	1280	105
924	1281	103
925	1282	102
926	1283	101
927	1283	99
928	1284	98
929	1284	96
930	1285	95
931	1286	93
932	1287	92
933	1288	91
934	1288	89
935	1289	88
936	1290	86
937	1290	85
938	1291	83
939	1292	82
940	1292	81
941	1294	79
942	1295	78
943	1296	76
944	1296	75
945	1297	74
946	1298	72
947	1298	71
948	1299	69
949	1299	68
950	1300	66
951	1300	65
952	1301	64
953	1302	62
954	1302	61
955	1303	59
956	1304	58
957	1304	57
958	1305	55
959	1306	54
960	1307	53
961	1307	51
962	1308	50
963	1309	48
964	1310	47
965	1311	46
966	1312	44
967	1312	43
968	1313	42
969	1314	40
970	1314	39
971	1315	37
972	1316	36
973	1316	35
974	1317	33
975	1317	32
976	1318	31
977	1319	29
978	1319	28
979	1320	26
980	1320	25
981	1321	24
982	1322	22
983	1322	21
984	1325	20
985	1326	18
986	1326	17
987	1327	16
988	1328	14
989	1328	13
990	1329	12
991	1330	10
992	1330	9
993	1331	8
994	1332	6
995	1332	5
996	1333	4
997	1333	2
998	1334	1
999	1335	0
